story,caption
"Sayangnya, usaha Dugo tak berhasil. Dugo harus berpikir cepat. Apa yang bisa mengecoh paus pembunuh?",three different types of whales and dolphins in the ocean
"Aha! Dugo tahu caranya. Dengan cara ini, paus pembunuh tak bisa melihatnya.",a sea turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
Berhasil! Paus pembunuh kehilangan jejak Dugo.,a whale and a whale are swimming in the ocean
"Uh, perut Dugo sakit. Dia baru sadar, sejak tadi dia belum makan. Untunglah Dugo menemukan banyak lamun di sekitarnya.",there is a turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
"Saat asyik makan, Dugo merasakan getaran dari permukaan laut. Sepertinya Dugo tahu itu apa. Apakah dugaan Dugo benar?",a couple of sealsions in the ocean with fish and fish
"Benar saja! Getaran itu berasal dari kapal nelayan. Astaga, ini gawat!",a group of sea creatures in a seaweeded ocean
Dugo tak mau ada yang terjerat jaring nelayan. Cit  cit  cit! Dugo mencicit sebagai tanda bahaya bagi teman-temannya.,a whalefinish whale and a whale with a fish net net net net net net
"Cepat! Cepat! Dugo dan teman-temannya bergegas ke tempat yang aman. Kini, jaring nelayan tak bisa menangkap mereka.",a fish with a hat on it's head and a fish in the water
"Fiuh  betapa melelahkannya hari ini. Meski lelah, Dugo lega. Ternyata Ibu benar. Dugo bisa menjelajah padang lamun tanpa Ibu.",there is a fish that is swimming in the water
"Mengenal Lebih DekatDugo dalam cerita ini adalah seekor dugong. Dugong adalah mamalia laut dengan berat tubuh mencapai 400kg. Anak dugong selalu berenang bersama induknya, hingga mencapai usia sembilan tahun. Makanan utama dugong adalah lamun, tumbuhan berbunga yang hidup di laut dangkal. Selain menjadi tempat hidup hewan laut, padang lamun juga melindungi garis pantai dari badai gelombang laut dan pengikisan tanah. Untuk menjaga kelestarian padang lamun, kita harus menjaga kebersihan pantai.",there are two fish in the water and one fish is eating
"Sudah berhari-hari Samu berenang naik, turun, ke depan, ke belakang, dan berputar-putar. Dia sedang menyiapkan hadiah untuk teman istimewa.",fish fish with chinese characters on them and a fish in the background
"Dengan rumus yang rumit, Samu mengaduk dan menata pasir. Seperti seniman hebat, Samu beraksi.",fish in the ocean with a fish in the water
"Karya ini harus sempurna. Apa, ya, yang bisa membuatnya lebih menarik?",there is a picture of a couple of manassys in the ocean
Kerang kipas bisa digunakan sebagai hiasan. Alga-alga ini juga perlu disingkirkan.,fish in the ocean with a fish in the water
"Bagian tengah harus diisi dengan pasir yang paling lembut. Dengan begitu, teman istimewa Samu akan merasa nyaman.",there are many different types of fish in the water
"Eh, butiran pasir berjatuhan menimpa Samu. Apakah teman istimewa Samu sudah datang?",there is a picture of a fish tank with a fish in it
"Aduh! Makin banyak butiran pasir berjatuhan. Gawat, hadiah buatan Samu bisa rusak! Dia harus segera memperbaikinya.",a fish with a fish in the ocean
Tiba-tiba Samu mendengar bunyi aneh. Masa teman istimewa Samu bersuara seperti itu? Tidak mungkin.,fish with a surprised face and a surprised expression on the bottom of the image
Bunyi itu makin keras dan mengganggu. Samu khawatir hal itu menakuti teman istimewanya. Samu harus mencari sumbernya.,there is a picture of a fish that is in the ocean
"Oh, bunyi itu berasal dari sana! Seekor ikan besar sedang mengunyah karang. Siapakah dia?",a puffer fish with a surprised look on its face
"Kepalanya besar, matanya bulat. Kepala dan mata Samu juga bulat.",a close up of a fish with a fish in the ocean
"Eh, moncong ikan itu seperti paruh. Moncong Samu juga seperti paruh.",fish fish in the ocean with a fish and a fish
"Ikan itu punya gigi besar. Samu juga punya gigi besar. Wah, jangan-jangan itu teman istimewa yang Samu tunggu.",fish fish in the ocean with a fish and a fish
Samu berenang mendekat. Dia ingin menyapa ikan itu.,a close up of a clock with a clock on it
Aduh! Apa ini? Pasir menutupi pandangan Samu!,there is a fish that is looking like a fish in the ocean
Samu terkejut. Seketika dia menelan banyak air.,there is a fish that is swimming in the ocean
"Tubuh Samu menggembung dan melayang. Dia sulit mengendalikan gerakan. Uh, Samu kesal sekali.",a close up of a ish looking puffer fish with a face
Menggembung dan melayang itu tidak menyenangkan. Samu perlu beristirahat agar tubuhnya mengempis. Uh! Samu tidak suka dikagetkan. Pasti ikan itu bukan teman istimewa Samu.,fish fish with different types of fish in the ocean
"Namun, Samu heran. Pasir yang dikeluarkan ikan itu sama seperti pasir untuk karya Samu. Teringat akan karyanya, Samu segera kembali ke sana.",three different types of puffer fish fish in the ocean
"Hei, ada ikan di tengah lingkaran karya Samu! Apakah dia menunggu Samu?",there is a fish that is looking like a fish in the ocean
"Wah, tampaknya ikan cantik itu menyukai hadiah Samu. Rupanya dialah teman istimewa yang ditunggu-tunggu.",fish with a little fish in the ocean with a little fish in the water
"Mereka pun menari dan bermain bersama. Lalu, ikan besar tadi siapa ya?",fish fish in the ocean with a couple of fish in the water
"Mengenal Lebih Dekat -Samu adalah ikan buntal. Jika terkejut atau merasa terancam, ikan ini menggembungkan badannya sebagai pertahanan diri. Dia juga melindungi diri melalui duri-duri beracun di tubuhnya. Sebagian ikan buntal membuat pola pasir di bawah laut untuk menarik perhatian ikan betina. Bagian tengah biasanya terdiri atas pasir paling lembut dan digunakan sebagai sarang untuk meletakkan telur. Ikan besar dalam cerita ini adalah ikan kakatua. Makanannya adalah alga yang tumbuh di karang. Saat makan alga, terkadang karang ikut termakan. Pencernaan ikan kakatua kemudian mengubah karang menjadi pasir. Walaupun begitu, bukan berarti semua pasir laut dihasilkan oleh ikan kakatua.",character of a  character of a cat and a dog
"Coral Triangle Center (CTC) adalah sebuah yayasan yang berbasis di Bali dengan lingkup regional dan dampak global. CTC bekerja sama dengan masyarakat lokal, sektor swasta, pemerintah, dan mitra untuk memperkuat pengelolaan sumber daya laut di Segitiga Terumbu Karang untuk melindungi ekosistem terumbu karang, memastikan mata pencaharian yang berkelanjutan dan ketahanan pangan. CTC mendukung konservasi lapangan di Nusa Penida di Bali, Kepulauan Banda di Maluku, dan Atauro di Timor-Leste. CTC mengembangkan Pusat Konservasi Laut di Bali, sebuah ruang belajar terpadu yang didedikasikan untuk perlindungan terumbu karang dan laut. Kami menyediakan fasilitas pelatihan ramah lingkungan, program pembelajaran menyenangkan yang mendalam, dan lokakarya kreatif bagi orang-orang dari semua lapisan masyarakat untuk belajar dan terinspirasi untuk melindungi terumbu karang dan laut kita.",a  octopus with a baby octopus in the ocean
Bayi-bayi kuda laut kerdil telah lahir. Lihat! Mereka amat sangat kecil. Bapak kuda laut kerdil tampak kelelahan.,fish in the ocean with a fish in the water
"Ah, keluarlah Pigmi si bayi terakhir. Bapak kuda laut terlihat lega. Tugasnya selesai.",fish and fish in the ocean with a fish in the water
"Gerakan air laut membuat Pigmi hanyut. Untuk menjaga keseimbangan, dia menggoyangkan siripnya. Ekornya menggulung dan membuka.",there is a picture of a brown bear with a blue background
"Sekarang Pigmi lapar. Di sekitarnya banyak plankton. Namun, mengapa Pigmi hanya bisa makan sedikit?",there are two seahorses that are swimming in the ocean
"Oh, ternyata Pigmi harus membalikkan badan. Dengan posisi seperti ini, Pigmi lebih mudah menyedot makanan.",bear with a fish in the ocean with a fish in the water
"Ups, Pigmi merasakan air laut bergerak lebih kencang. Pigmi langsung waspada. Dia melihat ikan-ikan melintas",there is a seahorse in the ocean
"Pigmi berusaha menjauh. Namun, ikan-ikan itu begitu banyak. Rombongan ikan itu berbahaya bagi Pigmi.",a bear cubby in a blue ocean with a bear cubby
Gerakan mereka membuat air bergelombang. Pigmi pun terombang-ambing. Dia terhempas ke sana kemari.,fish in the ocean with bubbles of bubbles and fish in the water
Pigmi harus mencari tempat untuk berlindung. Apakah di situ? Apakah di sana? Itu ada karang otak yang berliku-liku!,there are many fish in the water with a little fish in the water
"Pigmi tidak dapat mengaitkan ekornya, tetapi di sini air lebih tenang. Pigmi bisa beristirahat sejenak. Namun, dia tetap harus berhati-hati.",there is a picture of a fish that is in the ocean
Rombongan ikan mungkin akan kembali. Pigmi tidak mau terbawa arus lagi.,bear with a fish in the ocean
Aduh! Ada udang pembersih di sana! Semua yang ada di atas karang otak dilahapnya. Pigmi tidak mau menjadi mangsa,seahorses and fish in the ocean with a blue sky
"Pigmi menyelinap pergi. Tahu-tahu, antena udang mengenai kepala Pigmi.",a man in a boat with a giant brain and a giant brain
"Oh, tidak!",a close up of a clock with a clock on it
Pigmi sangat ketakutan. Dia cepat-cepat menghindar. Arus laut membantunya menjauh.,picture of a dog is in the water with a fish
Pigmi sampai di karang cambuk. Di sini ekornya bisa melilit dengan baik. Apakah keadaan sudah aman buat Pigmi?,a seahorse in the ocean with a seahorse in the background
"Oh, oh! Tempat ini tidak aman. Di sini ada ikan gobi. Pigmi harus menyelamatkan diri.",a fish with bubbles coming out of the water
Dia memerlukan tempat tinggal yang aman. Ke mana Pigmi harus pergi?,sea turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
Pigmi kembali berenang. Dia sampai di karang kipas.,a ish looking brain map of a brain
Di sini Pigmi bisa mengaitkan ekornya. Pigmi juga bisa makan dengan tenang. Bagaimana kalau Pigmi tinggal di sini saja?,there is a picture of a fish in a bowl of water
"Akan tetapi, Pigmi tidak boleh lengah. Pemangsa selalu mengintai. Untunglah warna Pigmi kini sudah bisa berubah.",bear cubs in the ocean with bubbles and bubbles
Ikan-ikan itu tidak melihat Pigmi. Aman! Pigmi bernapas lega. Karang kipas memang tempat tinggal yang tepat.,there are many different types of jellyfishs and jellyfishs
"Mengenal Lebih Dekat Kuda laut banyak macamnya. Ada yang besar, kecil, bahkan kerdil, yaitu berukuran sangat kecil. Kuda laut kerdil pun banyak jenisnya. Pigmi dalam cerita ini adalah Hippocampus bargibanti. Disebut kerdil karena ukurannya sangat kecil, kira-kira 1,4 cm2,7 cm. Makanan utamanya plankton, walau terkadang dia juga memakan udang yang berukuran lebih kecil dari tubuhnya. Dia hidup di terumbu karang, terutama karang kipas. Untuk melindungi diri dari pemangsa, dia berkamuflase. Warnanya berubah sesuai dengan tempat tinggalnya.",fish and seaweeds in the ocean with bubbles
"Coral Triangle Center (CTC) adalah sebuah yayasan yang berbasis di Bali dengan lingkup regional dan dampak global. CTC bekerja sama dengan masyarakat lokal, sektor swasta, pemerintah, dan mitra untuk memperkuat pengelolaan sumber daya laut di Segitiga Terumbu Karang untuk melindungi ekosistem terumbu karang, memastikan mata pencaharian yang berkelanjutan dan ketahanan pangan. CTC mendukung konservasi lapangan di Nusa Penida di Bali, Kepulauan Banda di Maluku, dan Atauro di Timor-Leste. CTC mengembangkan Pusat Konservasi Laut di Bali, sebuah ruang belajar terpadu yang didedikasikan untuk perlindungan terumbu karang dan laut. Kami menyediakan fasilitas pelatihan ramah lingkungan, program pembelajaran menyenangkan yang mendalam, dan lokakarya kreatif bagi orang-orang dari semua lapisan masyarakat untuk belajar dan terinspirasi untuk melindungi terumbu karang dan laut kita.",man in a suit and tie dyes a fish net
"Sudah tiba waktunya. Greena harus kembali ke pantai asalnya untuk bertelur. Ayo berenang bersama, Greena! sapa lumba-lumba dengan ramah.",there are two fish in the water with a fish on the bottom of the picture
"Greena menolak karena dia lebih suka berenang sendiri. Terima kasih, tetapi aku lewat sini saja. Greena memutar ke arah lain.",a man in a circus costume with a turtle turtle and a turtle turtle
"Wah, ada kawanan ubur-ubur! Tarian mereka sungguh memukau. Greena pun menari dan mengikuti mereka. Berputar, melambung, naik, turun.",a  frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog
"Uh, tarian ubur-ubur melelahkan sekali.",there is a picture of a picture of a sea turtle turtle and a kite
Greena melanjutkan perjalanan. Aduh! Ternyata dia telah menyimpang dari rute seharusnya,a turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
"Saat Greena berbelok, tiba-tiba ... kawanan tuna melesat di dekatnya.Wow! Greena ingin berenang secepat mereka.",a map of a map of a map of a map of a map of a map of a
"Satu, dua, tiga, wuss!Greena pun meluncur.  Kayuh, tendang, kayuh, tendang.",a frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog
"Uh, berusaha meniru tuna sungguh melelahkan. Walau Greena sudah berenang sekuat tenaga, penyu tak bisa secepat tuna. Ekor tuna tampak makin mengecil, lalu menghilang.",there is a bird that is standing in the sand
"Oh, oh, ternyata lagi-lagi Greena salah arah. Perhatiannya tadi teralihkan karena mengikuti tuna.",a turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
"Greena merasa lebih tenang di antara terumbu karang. Hei, sedang apa ikan-ikan badut itu? Mereka mondar-mandir di antara anemon laut.",a turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
"Rupanya mereka sedang membersihkan anemon laut itu. Greena mendengar ikan-ikan badut bersahutan. Ayo bersihkan! Rumah kita harus secantik karang kipas, tempat tinggal kuda laut kerdil!",a close up of a clock with a clock on it
"Greena harus melanjutkan perjalanan, tetapi dia ingin melihat kuda laut kerdil itu. Ah, Greena singgah saja sebentar.",a frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog
"Setelah Greena mencari dengan cermat, tampaklah dua titik kecil berkedip. Itulah mata kuda laut kerdil.",a stingper ray ray ray ray ray ray ray ray ray ray ray ray ray ray
"Rumah mereka memang cantik. Greena betah berlama-lama di sana. Namun, sudah saatnya Greena melanjutkan perjalanan.",a frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog frog
Tiba-tiba gelombang menghempas. Pari manta melintas dengan anggun. Greena mengepakkan sirip dan meniru gerakan mereka.,a froggy froggy froggy froggy froggy froggy froggy froggy
"Tunggu, mengapa Greena mengekor di belakang pari manta? Ini membuatnya makin jauh dari pulau yang dia tuju.",a turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
Ahhh! Greena merasa kesal sendiri. Perjalanan pulang menjadi lebih lama.,a man holding a kite with a fish on it
"Sambil mendesah, Greena berenang perlahan. Dari kejauhan terdengar siulan lumba-lumba.",there is a picture of a ish looking crabfish in the ocean
"""Hai, Greena! Kami kira kau sudah sampai di pantai. Kami saja sudah dua kali ke sana."" Mereka terdengar heran.",a fish with a fish in the ocean
"Greena lega bertemu lumba-lumba lagi. Kali ini Greena mau berenang bersama mereka. Mungkin, dengan begitu dia tidak mampir ke sana kemari.",a group of children playing music instruments in a room
Bunyi burung camar membuat Greena menoleh. Kali ini Greena hanya melambai ke arah mereka. Dia harus pulang.,a turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
Garis pantai sudah terlihat. Senyum Greena mengembang. Akhirnya dia sampai di pantai asalnya.,a fish with a boat in the water
"Mengenal Lebih DekatGreena dalam cerita ini adalah penyu hijau (Chelonia mydas). Penyu adalah reptil berkarapas yang hidup di perairan laut. Karapas adalah cangkang keras untuk melindungi tubuh penyu yang lunak. Pada musim bertelur, penyu akan kembali ke pantai tempat ia menetas dan menggali sarang untuk meletakkan telur-telurnya. Setelah bertelur mereka akan kembali ke lautan.Konsep ilustrasi buku ini diadopsi dari karakter Wayang Samudra yang ada di Center For Marine Conservation yang dikembangkan oleh Coral Triangle Center (CTC),  sebuah pusat Pendidikan konservasi laut di Sanur. Wayang Samudra adalah wayang kulit dengan karakter binatang laut buatan tangan pedalang Sujono Keron dan Sih Agung Prasetya bersama dengan CTC.",a  fish with a pirate ship in the ocean
"Coral Triangle Center (CTC) adalah sebuah yayasan yang berbasis di Bali dengan lingkup regional dan dampak global. CTC bekerja sama dengan masyarakat lokal, sektor swasta, pemerintah, dan mitra untuk memperkuat pengelolaan sumber daya laut di Segitiga Terumbu Karang untuk melindungi ekosistem terumbu karang, memastikan mata pencaharian yang berkelanjutan dan ketahanan pangan. CTC mendukung konservasi lapangan di Nusa Penida di Bali, Kepulauan Banda di Maluku, dan Atauro di Timor-Leste. CTC mengembangkan Pusat Konservasi Laut di Bali, sebuah ruang belajar terpadu yang didedikasikan untuk perlindungan terumbu karang dan laut. Kami menyediakan fasilitas pelatihan ramah lingkungan, program pembelajaran menyenangkan yang mendalam, dan lokakarya kreatif bagi orang-orang dari semua lapisan masyarakat untuk belajar dan terinspirasi untuk melindungi terumbu karang dan laut kita.",monkey sitting on a tree branch with a monkey
Sa mengamati Da tidur.,a turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle turtle
Sa mengamati Da minum.,cartoonish a girl with a monkey sitting on a table
Sa mengamati Da turun dari pohon.,cartoonish monkey with a monkey on a tree branch in front of a tree
Sa mengamati Da mencari camilan.,cartoonish monkey with a knife and fork in front of a building
Sa mengamati Da makan camilan.,monkey with a baby monkey sitting on a tree branch
Sa mengamati Da meninggalkan toko makanan.,cartoonish a man and a dog in a grocery store
Sa mengamati Da mondar-mandir. Siapa yang Da tunggu?,picture of a monkey sitting on a table with a plate of food
"Oh! Sa mengamati Da, Keke, dan Keu Keu belanja di supermarket.",monkey with a monkey in a monkey suit is eating a banana
Pertanyaan-pertanyaan:1. Apa yang diamati Sa?2. Apa yang Sa lihat dibeli oleh Da?3. Siapa yang Da tunggu?4. Apakah kamu pernah mengikuti seseorang? Apa saja yang kamu lihat?,there is a picture of a fish tank with fish and fish in it
"Lihat, ada siapa di situ? Apakah hanya segerombol alga? Oh, ternyata ada Skorpi! Rumahnya memang di situ.",a close up of a monkey sitting on a tree branch
Hap! Dia menyambar makanan dengan cepat. Hewan-hewan lain kaget dibuatnya. Skorpi memang senang mengejutkan mereka.,fish with a fish in the ocean with a fish in the water
Dia juga ingin tahu banyak hal. Hewan-hewan lain terganggu. Skorpi tidak peduli.,there are two octopuss that are sitting on the sand
Hari ini tidak seperti biasanya. Tidak ada makanan yang mendekati Skorpi. Dia lapar.,a seahorse in the ocean with people in the background
Skorpi terpaksa keluar dari sarangnya. Dia bergerak perlahan agar tidak ketahuan.,a dragonfly with a white dragonfly on a blue sky
Ha! Skorpi bisa menyamar sebagai koral!,a seahorse in the ocean with a butterfly on it
Hap! Skorpi makan sampai puas.,there is a picture of a fish in the water
"Eh, apa itu? Baru kali ini Skorpi melihatnya. Apakah itu ikan atau hewan lain?",there is a picture of a fish with a dragonfly on it
Mata dan mulutnya besar sekali. Apakah dia akan menyerang Skorpi?,there is a picture of a fish in the ocean with a fish in the water
"Skorpi menyodok dari samping. Benda itu tidak membalas. Jadi, benda apa ini?",there are three different types of fish in this picture
Skorpi membolak-balik benda itu. Eh! Eh!,there are two fish in the water and one is a goldfish
Benda itu malah tersangkut. Skorpi tidak bisa melepaskannya.,there are two dolphins and a fish in the water
Hewan-hewan lain mulai menertawakan Skorpi. Lebih baik Skorpi pulang saja.,there are two different types of fish in the water
"Di rumah, Skorpi malah menjadi kesal. Kini rumahnya mudah dikenali hewan-hewan lain. Dia tidak bisa lagi mengejutkan mereka.",there are three fish in the water with a fish on it
Skorpi berusaha terbebas dari benda itu. Dia sudah mencoba segala cara. Mengapa benda ini tidak lepas juga?,there is a picture of a  octopus and a seahorse
"Dia bahkan meminta tolong kepada hewan-hewan lain. Namun, tidak ada yang bersedia.",there are two fish in the water and one is a fish
Benda ini sungguh menyusahkan. Berburu makanan menjadi sulit bagi Skorpi. Keberadaan Skorpi langsung diketahui mangsanya. Mereka segera menghindar sebelum Skorpi mendekat.,a white cat in a coral reef with a white cat
Skorpi menjadi lemas sekali. Dia harus makan! Beberapa ikan kecil lewat di hadapannya. Skorpi berusaha menyergap secepat kilat.,a fish in a bag with a dragonfly
Uh! Benda itu tersangkut. Skorpi menggeram marah. Sekuat tenaga dia menarik benda itu.,there is a picture of a  character in a  style
Aduh! Ah! Aw! Dia terlempar jauh.,a close up of a clock with a clock on it
Akhirnya benda itu lepas juga! Huuuh  leganya!,a seahorse in the ocean with a fish and a fish
Skorpi berjanji akan berhati-hati terhadap benda asing.Semoga benda aneh seperti itu tidak ada lagi di sini!Apakah Skorpi juga akan berhenti mengejutkan hewan lain?Bagaimana menurutmu?,fish with a fish in the ocean with bubbles in the water
"Mengenal Lebih Dekat Skorpi dalam cerita ini adalah ikan lepu atau Ambon scorpionfish (Pteroidichthys amboinensis). Ikan ini dinamakan demikian karena pertama kali ditemukan di daerah Ambon, walau dia juga terdapat di daerah lain. Ikan ini biasanya hidup sendirian. Dia menyerupai alga yang menjadi tempat tinggalnya, di kedalaman sekitar 40meter. Ukurannya bisa mencapai 12cm. Makanannya adalah ikan kecil, udang, dan kepiting. Biasanya dia bersembunyi di tengah alga, kemudian menyambar mangsanya dengan cepat. Hati-hati jika bertemu ikan ini di laut, ya! Duri di kepala, punggung, dan sekeliling matanya bisa menyebarkan racun jika mengenai kulit kita.",man and a woman riding a bicycle
"Coral Triangle Center (CTC) adalah sebuah yayasan yang berbasis di Bali dengan lingkup regional dan dampak global. CTC bekerja sama dengan masyarakat lokal, sektor swasta, pemerintah, dan mitra untuk memperkuat pengelolaan sumber daya laut di Segitiga Terumbu Karang untuk melindungi ekosistem terumbu karang, memastikan mata pencaharian yang berkelanjutan dan ketahanan pangan. CTC mendukung konservasi lapangan di Nusa Penida di Bali, Kepulauan Banda di Maluku, dan Atauro di Timor-Leste. CTC mengembangkan Pusat Konservasi Laut di Bali, sebuah ruang belajar terpadu yang didedikasikan untuk perlindungan terumbu karang dan laut. Kami menyediakan fasilitas pelatihan ramah lingkungan, program pembelajaran menyenangkan yang mendalam, dan lokakarya kreatif bagi orang-orang dari semua lapisan masyarakat untuk belajar dan terinspirasi untuk melindungi terumbu karang dan laut kita.",a octopus octopus in the ocean with a fish and a fish
"Ayahku mengayuh sebuah museum berjalan. Museumnya berwarna-warni dan mencolok. Biasanya, kita tidak boleh menyentuh barang-barang yang dipajang di museum, tapi museum ayahku justru bisa diduduki dan dinaiki. Becak. Itulah museum ayahku!",picture of a man with a broken leg cast and a broken leg cast
"Atap becak ayahku dipenuhi lukisan bintang berwarna putih. Jadi, kalau atap itu ditutupkan, penumpangnya bisa melihat langit yang bertabur bintang, meskipun pada siang hari. Di becak ayahku, semuanya bisa.",picture of a bird flying over a tree with a dog
"Ayah suka menceritakan tentang lukisan di becaknya, Ini adalah lukisan yang menggambarkan cara pembuatan becak di bengkel. Coba lihat, ada seekor monyet yang sibuk membuat bunga plastik untuk menghias tirai. Lalu di sini ada seekor harimau yang sedang merakit kursinya. Ada pula seekor serigala yang menyuguhkan teh hangat dan seekor singa, pemilik bengkel ini, mengawasi pekerjaan hewan-hewan itu.",illustrations of a woman in a yellow shirt and a woman in a yellow shirt
"Saat berhenti di lampu lalu lintas, ayahku suka menunjukkan hal-halPerhentian lampu lalu lintas kami seperti taman. Di sana ada banyak bunga, dan di mana lagi Anda bisa duduk di dekat artis. Kita tidak sedang di Bollywood atau Hollywood. Tapi lihatlah di sana,ada Jashim, Anju Ghosh, dan Ilian Kanchan yang terkenal itu. Mereka duduk tepat di sebelah kita!Penumpangnya pun tertawa sambil menghitung artis-artis layar lebar itu dan bunga-bunga yang dilukis di badan bis kota, truk, dan becak yang hilir mudik.",a woman holding a blue umbrella with stars on it
"Kadang, saat ayah sedang mengingat ibu, dia akan menunjukkan kisah cinta di lampu lalu lintas kepada penumpangnya.Lihat dua jagoan laki-laki dan perempuan itu. Mereka menari di mulut ular yang sangat besar sedangkan di kejauhan kudanya menunggu mereka sampai selesai menari.",a sea turtle and a crabfish in the ocean
"Saat pulang ke rumah setelah memarkir museumnya, ayah sering membawakan harta karun yang dia dapatkan dari perhentian di lampu lalu lintas dan menceritakan petualangannya.Reetu, hari ini ayah mendapatkan 20 mawar tanpa duri, 15 bulan sabit perak, dan 1  hati yang sangat cantik. Semua ini untukmu. Ayah harus menghadapi harimau, penjahat, dan monster di jalanan tapimelindungi ayah.",picture of a goat with a collared neck and a collared collared neck
"CatatanBecak yang banyak berlalu-lalang di jalanan Bangladesh biasanya menampilkan cerita-cerita unik di bagian belakangnya. Becak-becak yang menyerupai museum berjalan tersebut juga dihiasi dengan gambar bunga, pola, dan lukisan berwarna cerah untuk memikat dan menghibur penumpangnya. Seni di atas becak yang mengagumkan ini seolah-olah mengajak kita untuk berpetualang ke dunia fantasi.",dogueueueueueueueueueueueueueueueueue
Kata-Kata Indah'Mayer Doa' yang berarti doa ibu sering dituliskan di bagian belakangkendaraan di Bangladesh.,woman in a tenter with a child
Ke mana Dani pergi?Dani pergi mencari Dara.,a man and woman in a pink dress with a pink flower
Ke mana Dara pergi?Dara pergi mengikuti sapinya.,tiger and a monkey playing with a box of toys
Ke mana sapinya pergi?Sapinya pergi mengikuti burung.,a close up of a picture of a child's head in a carriage
Ke mana burung pergi?Burung pergi mengikuti anjing.,group of people standing around a pink cloud
Ke mana anjing pergi?Anjing pergi mengikuti ular.,man and woman holding a heart shaped object
Ke mana ular pergi?Ular pergi mengejar katak.,picture of a snake snake snake snake snake snake snake snake snake snake snake snake snake snake snake
Ke mana katak pergi?Katak melompat-lompat menuju ladang.,a group of  animals that are standing in a circle
Ke mana mereka semua pergi?Mereka semua pergi ke ladang.,froggy froggy froggy froggy froggy froggy froggy frog
..,picture of a man and woman walking with a dog
"He, Tuntun, mengapa kamu mengunyah dan merobek bolaku? Kamu akan dihukum, Kamu tidak boleh masuk ke dalam lagi.",picture of a dog is standing in front of a door
Guk guk .,a map of a town with a river and a boat
Sesaat kemudian,boy and girl in front of a house
Tuntun . Tuntun . Ke mana saja kamu?,characters are playing in a sandbox with a bird on the ground
"Bo, apakah kamu melihat Tuntun di sekitar sini?Tidak! Ayo, kita cari!",group of children in a play area
"He, si Kembar, apakah kalian melihat Tuntun di sekitar sini?Tidak, kami tidak lihat. Mungkin dia ada di taman?""Ayo kita cari dia di sana!""",boy in a baseball cap and a baseball cap on a baseball cap
"Mango, apakah kamu telah melihat Tuntun? Aku sudah mencarinya ke mana-mana, tetapi belum ketemu.Aku akan membantumu menemukannya, kata Mango.Aku juga!"" Chi Chi menyahuti mereka.",character from the little mermaid tale of the little mermaid
Tuntun Tuntun,group of children playing with toys
"Ke mana Tuntun bisa pergi?Mungkin seseorang telah membawanya pergi?Oh, tidak, kalau begitu aku harus memberitahu Ibu sekarang!Semua anak berbondong menuju ke rumah Tip.",characters in a  style of a children's play area
Muncul sahutan menggema dan suara mendengkus.,a bird with a bird on a pond with music notes
Ah! Tuntun  Tuntun .,picture of a group of children playing with a ball
"Tuntun, aku kangen sekali. Kamu tidak dihukum lagi.",horse with a hat on a sunny day
"Jika bangau bisa menari, dia akan menari di atas satu kakinya.",picture of a boy and a dog are standing in a room
"Jika kuda bisa menari, dia akan menari di atas kedua kakinya.",characters of children playing with a dog and a dog
"Jika gajah bisa menari, dia akan menari dengan belalainya.",cat with musical notes and notes on a field
"Jika berang-berang bisa menari, dia akan menari dengan kumisnya.",elephant playing with music notes on a sunny day
"Jika ayam bisa menari, dia akan menari dengan sayapnya.",cartoonish a rooster in a field with musical notes
"Jika ular bisa menari, dia akan menari di atas ekornya.",character drawings of a variety of  characters
"Jika burung hantu bisa menari, dia akan menari di atas satu cakarnya.",a snake snake snake snake snake snake snake snake snake snake snake snake snake snake snake snake
"Jika binatang bisa menari, mereka semua akan bergembira.",cartoonish owl with a bird on a branch of a tree
Hore! Selesai! Ini adalah istana terindah di dunia.,drawing of children playing in sand at the beach
"Hmm hmm, ada yang kurang di sini .... Aku tahu aku tahu, itu adalah kolam renang.",drawing of children playing in sand castle with sand castle in background
BYUURR!Ini dia air untuk kolam!,boy and girl playing in the sand
"Tun, kamu telah merusak istana kami!",boy and girl playing in the sand
"Tun, minggir dan bermainlah sendiri!",group of children playing in the sand
"Wow, kerang-kerang ini sangat keren!",man with a bucket hat and a bucket hat on a beach
"Wah, aku juga menemukan seekor bintang laut!",man with a red bucketer hat and a red bucketer
